date,home_team,away_team,target,home_goals,away_goals,tournament_weight,is_neutral,home_matches_played,home_goals_for_avg,home_goals_against_avg,home_goal_diff_avg,home_win_pct,home_draw_pct,home_loss_pct,home_recent_form,away_matches_played,away_goals_for_avg,away_goals_against_avg,away_goal_diff_avg,away_win_pct,away_draw_pct,away_loss_pct,away_recent_form,home_elo,away_elo,elo_diff,goal_diff_strength,h2h_home_wins,h2h_away_wins,h2h_draws
2019-08-14,Iraq,Bahrain,2,0,1,1.0,false,10,1.0497157044442575,0.7084176332591328,0.3412980711851248,0.7190768477907074,0.2277324663375725,0.05319068587172022,2.6,10,1.195680981432831,0.32873936310027907,0.8669416183325519,0.29057356091120135,0.24647999573670437,0.4629464433520943,0.8,1598,1469,129,-0.5256435471474271,0,0,0
2019-08-27,Saint Kitts and Nevis,Antigua and Barbuda,0,4,3,1.0,false,6,1.4853311968443967,1.386103958308603,0.09922723853579357,0.5277947423727553,0.0,0.47220525762724475,1.2,7,1.976856314475434,1.9147355918300626,0.06212072264537138,0.5801558872310406,0.08926512664888779,0.33057898612007147,1.2,1236,1182,54,0.037106515890422194,0,0,0
2019-08-28,Belize,Saint Vincent and the Grenadines,1,1,1,1.0,false,7,1.371164616535354,0.8824521272002501,0.48871248933510375,0.8998528433321007,0.10014715666789936,0.0,3.0,6,1.1440510429433435,0.7228382166480168,0.42121282629532664,0.6668384783425165,0.10178940387759175,0.23137211777989156,2.0,1142,1135,7,0.06749966303977711,0,0,0
2019-08-28,Taiwan,Guam,0,3,0,1.0,false,10,0.8262053971367447,0.9687587461678746,-0.14255334903112993,0.10927264021307727,0.2603940060656077,0.6303333537213152,0.4,5,1.8437670085339437,0.8926411876187696,0.951125820915174,0.882209884560576,0.11779011543942391,0.0,2.6,995,781,214,-1.093679169946304,0,0,0
2019-08-29,United Arab Emirates,Dominican Republic,0,4,0,1.0,false,10,1.119259777209233,1.1305958294468528,-0.011336052237619802,0.4847680837089261,0.3111211783196038,0.2041107379714702,2.0,7,1.0538499629410523,0.7704044172630027,0.2834455456780495,0.2992894675686879,0.4287811323975866,0.27192940003372534,1.4,1485,1231,254,-0.2947815979156693,0,0,0
2019-08-30,Belize,Saint Vincent and the Grenadines,0,1,0,1.0,false,8,1.2366814842542289,0.9250429492313363,0.3116385350228926,0.5738114493732815,0.42618855062671845,0.0,2.6,7,1.105291278921495,0.7974140412938873,0.3078772376276079,0.4874124809104115,0.34347061656635486,0.1691169025232337,2.0,1142,1135,7,0.003761297395284746,0,0,1
2019-08-30,China,Myanmar,0,4,1,1.0,false,10,1.2096280014896719,1.113091131972633,0.09653686951703873,0.554415003218572,0.15916751849158664,0.28641747828984143,1.8,10,0.8368312224902973,1.7356537361197908,-0.8988225136294933,0.306131988463027,0.21012446083285463,0.48374355070411834,1.0,1484,1058,426,0.995359383146532,1,0,0
2019-08-30,Malaysia,Jordan,2,0,1,1.0,false,10,2.264501658747584,0.9821408178493384,1.2823608408982456,0.702172412274488,0.297827587725512,0.0,3.0,10,1.464369260429178,1.1815661159335513,0.28280314449562677,0.45490490097319186,0.3313193623976989,0.21377573662910923,2.0,1132,1510,-378,0.9995576964026189,0,0,0
2019-08-31,United Arab Emirates,Sri Lanka,0,5,1,1.0,false,10,1.5632926550196728,1.0004332680359143,0.5628593869837587,0.5440853960484944,0.2753026051172933,0.18061199883421217,2.0,8,1.2546970628296579,1.1586016179274967,0.09609544490216114,0.7055239534053376,0.1743380173964195,0.12013802919824298,2.0,1492,686,806,0.46676394208159755,0,0,0
2019-09-04,Libya,Burkina Faso,2,0,1,1.0,false,5,1.7357507500929947,2.1471549138584596,-0.411404163765465,0.19357573989688215,0.15509512188633867,0.6513291382167792,0.8,9,0.7293112430912856,0.4713268432181465,0.25798439987313904,0.5540928223523832,0.3761838159709515,0.0697233616766654,2.2,1458,1531,-73,-0.6693885636386041,0,0,0
2019-09-04,Burundi,Tanzania,1,1,1,3.0,false,10,0.6915279972366345,1.277806215835824,-0.5862782185991897,0.4383589801031715,0.38296145090283057,0.17867956899399776,2.0,10,0.7712880663309848,1.6289020688452216,-0.8576140025142367,0.6746245046311513,0.17419382958250385,0.15118166578634465,2.0,1298,1315,-17,0.271335783915047,0,0,0
2019-09-04,Djibouti,Eswatini,0,2,1,3.0,false,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.8522403476116953,2.4128969941110667,-1.5606566464993714,0.3217491665903879,0.31086824275491787,0.3673825906546943,1.0,797,1187,-390,1.5606566464993714,0,0,0
2019-09-04,Eritrea,Namibia,2,1,2,3.0,false,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9685905917572738,1.6753851418291532,-0.7067945500718795,0.5253613497558084,0.052970607177041315,0.4216680430671503,1.8,1074,1331,-257,0.7067945500718795,0,0,0
2019-09-04,Ethiopia,Lesotho,1,0,0,3.0,false,4,0.1968905145585608,1.5698432638134774,-1.3729527492549165,0.24098054963846618,0.4340139001917748,0.32500555016975907,1.0,10,0.6998446744596553,1.090450941428895,-0.3906062669692396,0.14446566586189238,0.5851157014753292,0.27041863266277855,1.2,1257,1304,-47,-0.9823464822856769,0,0,0
2019-09-04,Liberia,Sierra Leone,0,3,1,3.0,false,9,0.7123716334605111,1.1034797533633867,-0.39110811990287553,0.5784217586772152,0.34041365555645764,0.08116458576632724,2.6,2,0.0,1.833681346785468,-1.833681346785468,0.458420336696367,0.5415796633036329,0.0,0.8,1331,1355,-24,1.4425732268825926,0,0,1
2019-09-04,Mauritius,Mozambique,2,0,1,3.0,false,10,1.1429791861584808,1.0660868409437056,0.07689234521477507,0.4385857815268552,0.5614142184731447,0.0,1.8,10,1.0938563600543312,1.2001152400931503,-0.10625888003881892,0.20330582021790766,0.5051078760907115,0.29158630369138105,1.2,1105,1269,-164,0.183151225253594,0,0,0
2019-09-04,São Tomé and Príncipe,Guinea-Bissau,2,0,1,3.0,false,1,1.0,3.0,-2.0,1.0,0.0,0.0,0.6,10,0.4644820715066611,1.4970306474499633,-1.0325485759433024,0.45695521596043664,0.36545560601507004,0.17758917802449345,1.6,1500,1279,221,-0.9674514240566976,0,0,0
2019-09-04,South Sudan,Equatorial Guinea,1,1,1,3.0,false,5,0.35850032821769706,3.022809604491611,-2.664309276273914,0.4971787682802099,0.0,0.5028212317197901,1.2,8,1.2821060006680611,1.3015325486406735,-0.019426547972612205,0.3916091511054062,0.24781903050745546,0.36057181838713837,1.4,1018,1332,-314,-2.6448827283013014,0,0,0
2019-09-05,Argentina,Chile,1,0,0,1.0,false,10,1.4512972067575576,1.0591131915397576,0.39218401521780005,0.3871870397364133,0.10684163668822276,0.5059713235753641,1.4,10,1.2809917215011297,1.2828485204781088,-0.00185679897697924,0.33556686409819336,0.2074175484698605,0.45701558743194615,0.8,1930,1810,120,0.39404081419477927,1,0,0
2019-09-05,Honduras,Puerto Rico,0,4,0,1.0,false,10,1.1104315636226623,2.2118133210317215,-1.1013817574090592,0.5944949475976868,0.293105727166524,0.1123993252357891,2.0,4,0.0,1.3439902160519972,-1.3439902160519972,0.4095963878934006,0.0,0.5904036121065994,1.2,1586,975,611,0.242608458642938,0,0,0
2019-09-05,South Korea,Georgia,1,2,2,1.0,false,10,1.1226265347147784,0.45998144986574413,0.6626450848490341,0.6065776644742737,0.23990159777952028,0.15352073774620578,2.0,10,1.286043169423505,1.6923962677311304,-0.40635309830762534,0.664779832137323,0.05533593430426712,0.27988423355840997,2.4,1787,1527,260,1.0689981831566593,0,0,0
2019-09-05,Montenegro,Hungary,0,2,1,1.0,false,10,0.8269315691145166,1.993080247842719,-1.1661486787282027,0.3085742462728911,0.3341614377459489,0.3572643159811599,1.0,10,1.503981144490958,0.9229170199370355,0.5810641245539226,0.7961129147687925,0.059986178875263356,0.14390090635594416,2.4,1560,1669,-109,-1.7472128032821255,0,0,0
2019-09-05,Northern Ireland,Luxembourg,0,1,0,1.0,false,10,1.2778883586075964,0.8075126239140724,0.470375734693524,0.446551353791669,0.08198419590732886,0.47146445030100237,1.2,10,1.1879194470583683,1.4276080925989165,-0.2396886455405483,0.4041044194902909,0.34692313035170347,0.24897245015800562,1.6,1678,1356,322,0.7100643802340723,0,0,0
2019-09-05,Peru,Ecuador,2,0,1,1.0,false,10,0.9044039645493407,1.5292242194979977,-0.6248202549486571,0.41125281829512794,0.21561389328952896,0.3731332884153431,1.4,10,0.880097056929802,1.6342847504586726,-0.7541876935288705,0.36355298872966835,0.3837915606802169,0.2526554505901146,1.6,1875,1715,160,0.12936743858021338,0,1,0
2019-09-05,Saudi Arabia,Mali,1,1,1,1.0,false,10,0.8842619174590277,1.3421605595931958,-0.45789864213416814,0.4795699238978045,0.2304118774473057,0.29001819865488976,2.0,10,1.4267247119121786,1.1200680833275822,0.30665662858459636,0.39040738063848507,0.3043801152901214,0.3052125040713936,1.4,1493,1541,-48,-0.7645552707187645,0,0,0
2019-09-05,Republic of Ireland,Switzerland,1,1,1,2.5,false,10,0.7857366637681722,0.612704571728669,0.17303209203950323,0.3084997037527646,0.5265800641969723,0.16492023205026296,1.6,10,1.7541740993232897,1.4383144211304104,0.31585967819287947,0.45744453800667695,0.3108768050073551,0.23167865698596782,1.6,1728,1900,-172,-0.14282758615337623,0,0,0
2019-09-05,Gibraltar,Denmark,2,0,6,2.5,false,10,0.3151600121831778,2.173742715864525,-1.8585827036813474,0.5385235505468124,0.0,0.46147644945318744,1.8,10,2.0236785443831518,1.2403483870074679,0.7833301573756841,0.3477318794575811,0.5706823455693624,0.08158577497305648,1.4,1093,1890,-797,-2.6419128610570315,0,0,0
2019-09-05,Faroe Islands,Sweden,2,0,4,2.5,false,10,0.7200758098706108,2.6172677545908662,-1.8971919447202554,0.4110830826034503,0.12361282313183083,0.4653040942647191,1.4,10,1.40733133752838,1.3796699561250865,0.027661381403293408,0.5878131771385003,0.33853584473512743,0.0736509781263724,2.2,1225,1826,-601,-1.9248533261235488,0,0,0
2019-09-05,Norway,Malta,0,2,0,2.5,false,10,1.6590307023375312,1.240939935942244,0.41809076639528725,0.40232746850290857,0.3992202346306671,0.1984522968664244,1.0,10,0.48404398283534517,2.6171840962484785,-2.133140113413133,0.40416650434922907,0.17569604651076015,0.42013744914001083,1.4,1684,1189,495,2.5512308798084202,0,0,0
2019-09-05,Romania,Spain,2,1,2,2.5,false,10,2.024153118426503,0.9800142368118504,1.0441388816146526,0.3235001383382993,0.3988254170352751,0.2776744446264257,1.4,10,2.783968691017651,0.8988178287023005,1.8851508623153506,0.5620834778810275,0.0,0.4379165221189724,1.8,1750,2028,-278,-0.8410119807006979,0,0,0
2019-09-05,Israel,North Macedonia,1,1,1,2.5,false,10,2.0304653162925352,1.7276501315938562,0.30281518469867896,0.7422986950315641,0.12189126520539119,0.13581003976304465,2.0,10,1.4552727162622072,1.5779999540561187,-0.1227272377939114,0.351026809495337,0.13645367664184022,0.5125195138628227,1.4,1597,1496,101,0.42554242249259033,0,0,0
2019-09-05,Armenia,Italy,2,1,3,2.5,false,10,2.00582150927185,1.5078308124094866,0.4979906968623636,0.473327765328331,0.0635851413335517,0.4630870933381176,1.4,10,1.8999848024473167,0.3824361159777076,1.517548686469609,0.5379820308447432,0.22560386691539136,0.23641410223986548,2.4,1461,1921,-460,-1.0195579896072455,0,0,0
2019-09-05,Bosnia-Herzegovina,Liechtenstein,0,5,0,2.5,false,10,0.9508540570719165,1.1994655785420252,-0.24861152147010868,0.6762901017015451,0.26597292812691553,0.057736970171539385,2.6,10,0.4037652438774844,2.834126934651009,-2.4303616907735246,0.5279721019848489,0.07479232785418069,0.39723557016097033,1.4,1744,1119,625,2.181750169303416,0,0,0
2019-09-05,Finland,Greece,0,1,0,2.5,false,10,1.1804284301222658,0.6667434309206932,0.5136849992015725,0.7192544059834732,0.0,0.28074559401652677,1.8,10,1.040882742814791,1.8297216105329435,-0.7888388677181523,0.40736260085542353,0.12934755723826366,0.4632898419063129,0.8,1677,1574,103,1.3025238669197248,1,1,0
2019-09-05,Japan,Paraguay,0,2,0,1.0,false,10,1.072809538862194,1.260731986544715,-0.187922447682521,0.19302179848893702,0.3673102888790485,0.43966791263201466,1.2,10,0.9538794680837949,1.2199127636306173,-0.26603329554682237,0.3584598596699228,0.5522961598589755,0.08924398047110148,1.8,1745,1736,9,0.07811084786430136,1,0,0
2019-09-05,Bermuda,Panama,2,1,4,2.0,false,10,1.625633088834541,1.415315162123974,0.210317926710567,0.8750930895186609,0.022543022318457066,0.10236388816288199,2.4,10,0.6884888481415329,1.592967707653959,-0.9044788595124259,0.6611776323190649,0.20179990096757233,0.13702246671336282,2.4,1263,1557,-294,1.1147967862229928,0,0,0
2019-09-05,Grenada,Saint Kitts and Nevis,0,2,1,2.0,false,7,1.206478470525658,3.3487917025672784,-2.1423132320416203,0.5048925120364127,0.0,0.49510748796358733,1.8,7,2.3826265909741484,1.961981578055858,0.4206450129182902,0.6962891390189768,0.0,0.3037108609810232,1.8,1110,1242,-132,-2.5629582449599106,0,0,0
2019-09-05,French Guiana,Belize,0,3,0,2.0,false,6,1.2930355427271523,2.223698454902305,-0.9306629121751524,0.6879343463932497,0.0,0.3120656536067503,1.2,9,1.1733766759591864,0.6776232292211755,0.4957534467380109,0.6878034018066475,0.3121965981933526,0.0,2.6,1311,1146,165,-1.4264163589131633,0,0,0
2019-09-05,Dominica,Suriname,2,1,2,2.0,false,4,1.5966316627157033,1.4881759399844041,0.10845572273129925,0.6053207737769634,0.21173456642535002,0.18294465979768657,1.4,4,1.7109839481784546,0.6360583835041556,1.074925564674299,0.8432208074649068,0.1567791925350933,0.0,2.0,1049,1285,-236,-0.9664698419429998,0,0,1
2019-09-05,United States Virgin Islands,Cayman Islands,2,0,2,2.0,false,4,0.6523771069825502,4.198069865617973,-3.5456927586354223,0.25748858184496143,0.0,0.7425114181550386,0.6,4,0.2556040647959283,2.2633647731452067,-2.0077607083492786,0.49785592174270765,0.24654001346136406,0.2556040647959283,1.4,748,913,-165,-1.5379320502861438,0,0,0
2019-09-05,Barbados,Saint Martin,0,4,0,2.0,false,10,0.897658251834823,1.2798955459715844,-0.3822372941367614,0.46928041296947376,0.26111044073563777,0.26960914629488836,2.0,7,1.948799688898386,4.599866114353594,-2.651066425455207,0.6884565765166633,0.0,0.3115434234833368,1.8,1132,783,349,2.2688291313184457,0,0,0
2019-09-05,Guatemala,Anguilla,0,10,0,2.0,false,10,0.5248360065441927,1.5589641599070303,-1.0341281533628375,0.7259220819176219,0.16929507158218304,0.10478284650019505,2.0,7,0.6316320453092334,2.9942474731058413,-2.362615427796608,0.178769420372606,0.2312209218499579,0.5900096577774361,0.8,1490,556,934,1.3284872744337703,0,0,0
2019-09-05,Guam,Maldives,2,0,1,3.0,false,6,1.109151129337872,1.7322804910522254,-0.6231293617143535,0.9291412423805335,0.0708587576194664,0.0,2.6,10,0.6713785795451465,2.7565386568099113,-2.085160077264765,0.9139519338800853,0.0368776971715457,0.04917036894836883,3.0,776,951,-175,1.4620307155504113,0,0,0
2019-09-05,Philippines,Syria,2,2,5,3.0,false,10,0.6601803899908724,2.033422979846759,-1.3732425898558869,0.5074359410756999,0.16157713434731352,0.33098692457698664,1.8,10,1.0996448999639121,1.985870738622583,-0.8862258386586708,0.6227344305247521,0.3772655694752481,0.0,1.8,1136,1438,-302,-0.4870167511972161,0,0,0
2019-09-05,Taiwan,Jordan,2,1,2,3.0,false,10,1.1964371612342837,0.8210090108202224,0.3754281504140613,0.24924381573375104,0.23443662598165801,0.516319558284591,1.0,10,1.4387461825757835,1.0562721650661935,0.38247401750959,0.42980404980411535,0.25294052977117903,0.31725542042470556,1.4,1000,1513,-513,-0.0070458670955286795,0,0,0
2019-09-05,Kuwait,Nepal,0,7,0,3.0,false,10,1.0120921163494176,1.0625226336335003,-0.05043051728408264,0.12120408779940374,0.29538973075777314,0.5834061814428232,1.0,9,0.521275513298516,1.1347651791488969,-0.6134896658503809,0.46536576950438246,0.3645766242000891,0.17005760629552852,1.6,1437,893,544,0.5630591485662982,1,0,1
2019-09-05,Cambodia,Hong Kong,1,1,1,3.0,false,10,1.2087708572733475,1.5872358394079398,-0.3784649821345923,0.43795803619688944,0.04834052700883309,0.5137014367942775,1.8,7,0.8104184201235382,1.159550714359224,-0.3491322942356859,0.07205786467053142,0.3108315721041202,0.6171105632253483,0.4,842,1189,-347,-0.029332687898906362,0,0,0
2019-09-05,Bahrain,Iraq,1,1,1,3.0,false,10,0.9725824858553878,0.2914268550856362,0.6811556307697515,0.20737085177538547,0.21850407362734164,0.574125074597273,0.8,10,0.9081087025124535,0.7869556886968907,0.1211530138155627,0.6049756200045243,0.20878745228778697,0.18623692770768874,2.0,1501,1566,-65,0.5600026169541887,1,0,0
2019-09-05,Palestine,Uzbekistan,0,2,0,3.0,false,10,1.1203592036972407,1.365835221178505,-0.24547601748126419,0.42555510191343293,0.3871713428889741,0.187273555197593,1.6,10,1.4837229291784018,0.9299985139689727,0.553724415209429,0.7669754344967887,0.16351491048506422,0.06950965501814713,2.6,1424,1625,-201,-0.7992004326906932,0,0,0
2019-09-05,Singapore,Yemen,1,2,2,3.0,false,10,1.7718221440164803,1.5481541173178885,0.2236680266985918,0.613812646815901,0.17342633792961093,0.21276101525448796,2.0,10,0.610286776809549,1.7571817264191285,-1.1468949496095797,0.5718527131482259,0.14781990310732662,0.2803273837444473,2.0,1108,1193,-85,1.3705629763081715,0,0,0
2019-09-05,India,Oman,2,1,2,3.0,false,10,1.2196764259846922,2.1109216841837806,-0.8912452581990883,0.1956997782896353,0.33543187065960756,0.468868351050757,0.8,10,0.8983428285846513,1.4532895536912864,-0.5549467251066351,0.6955450182550954,0.18192818217934992,0.12252679956555451,2.0,1208,1504,-296,-0.33629853309245317,0,0,1
2019-09-05,Qatar,Afghanistan,0,6,0,3.0,false,10,1.4017313260478579,1.0839979015879075,0.3177334244599504,0.3746361389337509,0.12799633734246427,0.49736752372378507,1.4,4,0.8219202721899722,1.5222672794358603,-0.700347007245888,0.3441875516258324,0.4239201348906237,0.231892313483544,1.4,1729,1139,590,1.0180804317058385,0,0,0
2019-09-05,Mongolia,Myanmar,0,1,0,3.0,false,10,1.8326135387991538,2.078215759926149,-0.24560222112699512,0.7491725276243827,0.06098388015159929,0.18984359222401798,2.4,10,0.9318923573904478,2.2481020362617636,-1.3162096788713158,0.4439649912750176,0.16838441096848697,0.3876505977564952,1.4,704,1056,-352,1.0706074577443208,0,0,0
2019-09-05,Tajikistan,Kyrgyzstan,0,1,0,3.0,false,10,0.9830292007530251,1.313997371375382,-0.33096817062235695,0.6391099643526177,0.09860323846218924,0.2622867971851931,1.8,10,1.2094706285865764,1.6202582951236817,-0.4107876665371054,0.5680211102047951,0.16860573416184452,0.2633731556333602,2.0,1254,1294,-40,0.07981949591474846,0,0,0
2019-09-05,Thailand,Vietnam,1,0,0,3.0,false,10,1.2769276326708046,1.4432679721889163,-0.16634033951811178,0.28114059764168725,0.3675858157558488,0.351273586602464,0.8,10,1.332185927313466,1.3580780527102059,-0.025892125396739837,0.35502034847064295,0.28966335889627487,0.35531629263308206,1.4,1328,1373,-45,-0.14044821412137193,0,0,0
2019-09-05,Indonesia,Malaysia,2,2,3,3.0,false,10,2.181483751009273,1.4461857639868088,0.7352979870224643,0.7296070604860334,0.15407867616884194,0.1163142633451249,2.0,10,1.8591324779146738,0.9144870167488852,0.9446454611657885,0.50562552051171,0.24451337406646612,0.24986110542182396,2.4,1226,1129,97,-0.20934747414332422,0,0,0
2019-09-05,North Korea,Lebanon,0,2,0,3.0,false,10,1.2715854448827149,2.8684351523479523,-1.5968497074652372,0.6182527749937119,0.060032969580326695,0.32171425542596144,1.8,10,0.7024557384120067,1.1992945949634275,-0.49683885655142085,0.7138148998443922,0.20894388997514432,0.07724121018046348,2.6,1365,1421,-56,-1.1000108509138165,0,1,0
2019-09-05,Sri Lanka,Turkmenistan,2,0,2,3.0,false,9,1.1879112652716541,2.1658800365888,-0.977968771317146,0.7827404607928043,0.12862369542055896,0.08863584378663689,2.6,6,0.7964762696891268,2.0166327516403415,-1.2201564819512147,0.4139062760283062,0.28391273848471105,0.3021809854869827,1.4,686,1232,-546,0.24218771063406874,0,0,0
2019-09-05,Chad,Sudan,2,1,3,3.0,false,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.8287543177866527,2.2326266878233967,-1.403872370036744,0.33523453746885795,0.0,0.6647654625311421,1.2,1253,1232,21,1.403872370036744,0,0,0
2019-09-05,Seychelles,Rwanda,2,0,3,3.0,false,10,0.3738877390950026,2.365728635784083,-1.9918408966890804,0.44631379211155936,0.3826554232669471,0.1710307846214933,1.6,5,0.6713507812232246,2.1688314126693293,-1.497480631446105,0.5010673365543228,0.3403827285853358,0.1585499348603415,1.6,971,1262,-291,-0.49436026524297527,0,0,0
2019-09-05,Somalia,Zimbabwe,0,1,0,3.0,false,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.7411340042557061,1.0559993089374085,-0.3148653046817025,0.3339845327880437,0.5471376649950325,0.1188778022169237,1.2,835,1425,-590,0.3148653046817025,0,0,0
2019-09-06,Brazil,Colombia,1,2,2,1.0,false,10,2.5977583233598236,0.2628856409736985,2.334872682386125,0.6452210777713451,0.2802725953206444,0.07450632690801054,2.2,10,1.6760359267955103,0.3155120097561891,1.360523917039321,0.47943957594964454,0.1339376442458572,0.3866227798044983,1.4,2125,2012,113,0.9743487653468041,0,0,0
2019-09-06,Costa Rica,Uruguay,2,1,2,1.0,false,10,1.361339139456104,1.1470628376157743,0.21427630184032995,0.7157573344218399,0.15345997673054557,0.13078268884761463,2.6,10,1.7407188419935715,0.7905483219683304,0.9501705200252412,0.5099537266159601,0.28878280482358937,0.2012634685604506,1.6,1683,1955,-272,-0.7358942181849112,0,0,0
2019-09-06,Ivory Coast,Benin,2,1,2,1.0,false,10,1.6712696969082128,0.6343394562329943,1.0369302406752183,0.5490995424364138,0.12816324892541253,0.3227372086381737,1.4,10,1.0292272600871741,0.829791386089284,0.19943587399789,0.5107253802550218,0.4892746197449784,0.0,1.4,1642,1445,197,0.8374943666773284,0,0,0
2019-09-06,Morocco,Burkina Faso,1,1,1,1.0,false,10,0.8869453721000338,0.6708404895773642,0.2161048825226696,0.29972017959978897,0.19151622733125437,0.5087635930689567,1.4,10,0.8021787733079838,0.34444893597753873,0.45772983733044514,0.40493488931996735,0.27491774976879924,0.32014736091123347,1.6,1693,1539,154,-0.24162495480777554,0,0,0
2019-09-06,Tunisia,Mauritania,0,1,0,1.0,false,10,1.1637187435571028,0.7233165368358397,0.4404022067212629,0.2983813105696036,0.37748392574794404,0.32413476368245214,1.0,10,0.9069705893211291,1.6747914371024455,-0.7678208477813165,0.6032837517777759,0.28080945929017825,0.11590678893204587,1.6,1604,1342,262,1.2082230545025794,0,0,1
2019-09-06,United States,Mexico,2,0,3,1.0,false,10,1.5871590852769621,0.7657824470666652,0.8213766382102969,0.5707372442933517,0.08779702860158493,0.3414657271050634,2.4,10,2.735012024113048,0.9703299547220878,1.7646820693909602,0.4862271967068258,0.1111200085926769,0.4026527947004973,0.8,1737,1881,-144,-0.9433054311806632,1,1,0
2019-09-06,Estonia,Belarus,2,1,2,2.5,false,10,0.6778818756108804,2.574399368261739,-1.8965174926508586,0.4687367656463404,0.15481062044374644,0.3764526139099131,1.4,10,0.5750922806698289,1.5162763523438192,-0.9411840716739903,0.3851739199203751,0.10784006121009114,0.5069860188695341,1.2,1459,1499,-40,-0.9553334209768682,0,0,0
2019-09-06,Germany,Netherlands,2,2,4,2.5,false,10,2.565850892584511,1.0219338127200903,1.5439170798644208,0.4324665720261383,0.28261724347527534,0.2849161844985863,1.0,10,1.9564235526014875,1.1428380511419094,0.8135855014595781,0.5488697432915453,0.1523074288054502,0.2988228279030046,1.4,1970,1978,-8,0.7303315784048428,1,1,1
2019-09-06,Wales,Azerbaijan,0,2,1,2.5,false,10,0.8809977220069908,1.2727462350490801,-0.39174851304208935,0.7686544797573419,0.0,0.23134552024265814,3.0,10,0.9370720207602331,2.2496088925727653,-1.3125368718125323,0.2985540524105675,0.26564110952752373,0.43580483806190856,1.4,1747,1365,382,0.920788358770443,0,0,0
2019-09-06,Slovakia,Croatia,2,0,4,2.5,false,10,2.420194252669767,0.8789001274177438,1.5412941252520231,0.7105101361229725,0.0760380123182748,0.21345185155875254,2.4,10,1.368886916368369,1.7339648950191455,-0.36507797865077635,0.6971465976434101,0.13979991651357504,0.16305348584301496,2.4,1762,1885,-123,1.9063721039027994,0,0,0
2019-09-06,Austria,Latvia,0,6,0,2.5,false,10,1.3741655854360149,1.0579438332165312,0.31622175221948357,0.5517188003974051,0.08314270183165318,0.3651384977709419,1.2,10,0.2315791228846768,2.510523070521713,-2.2789439476370363,0.3165869455833385,0.23712480727497934,0.446288247141682,1.4,1736,1250,486,2.59516569985652,0,0,0
2019-09-06,Slovenia,Poland,0,2,0,2.5,false,10,1.3065888253019873,0.9743696146215829,0.3322192106804043,0.313440149632082,0.48322132066766577,0.2033385297002521,1.2,10,1.5143031548942283,0.6085340179044464,0.9057691369897818,0.26152018389804854,0.22018675361024784,0.5182930624917037,1.4,1572,1803,-231,-0.5735499263093775,0,0,0
2019-09-06,Cyprus,Kazakhstan,1,1,1,2.5,false,10,0.8307361170581504,1.4793782795125945,-0.6486421624544441,0.6146298097664589,0.1451720528760948,0.24019813735744638,1.8,10,1.3360606393506338,1.5893544180322479,-0.253293778681614,0.6881889552198811,0.1665342653496052,0.14527677943051362,2.4,1405,1384,21,-0.39534838377283005,0,0,0
2019-09-06,Scotland,Russia,2,1,2,2.5,false,10,1.2584193504774377,2.012197271108542,-0.7537779206311043,0.6918216310589538,0.0,0.30817836894104617,2.4,10,2.2050996673618415,1.0974764793024097,1.1076231880594318,0.7411749905100427,0.07886353850284264,0.17996147098711476,2.4,1664,1764,-100,-1.861401108690536,0,0,0
2019-09-06,San Marino,Belgium,2,0,4,2.5,false,10,0.0,4.295014831251155,-4.295014831251155,0.6569870911099964,0.0,0.3430129088900036,1.8,10,2.5492632997858,0.7304451132869193,1.8188181864988808,0.6894789990927853,0.08024558277501166,0.23027541813220306,2.4,830,2048,-1218,-6.113833017750036,0,0,0
2019-09-06,Martinique,Trinidad and Tobago,1,1,1,2.0,false,9,1.7749019167436308,1.7529325778859282,0.02196933885770276,0.3587546946144669,0.03429228817559416,0.606953017209939,1.2,10,0.20202187804045413,1.7395204579070906,-1.5374985798666365,0.7075530194042943,0.2630833408702712,0.029363639725434477,2.2,1456,1369,87,1.5594679187243392,0,0,1
2019-09-06,Aruba,Guyana,2,0,1,2.0,false,4,1.4056398590284036,1.6940529703112284,-0.28841311128282465,0.5999915585676285,0.24731255223505308,0.15269588919731839,1.4,8,1.2908518131208526,2.237784397595518,-0.9469325844746651,0.5832196486215289,0.17952750943432327,0.23725284194414806,2.0,919,1184,-265,0.6585194731918405,0,0,0
2019-09-06,Jamaica,Antigua and Barbuda,0,6,0,2.0,false,10,1.1353916906038422,1.0848311344950161,0.05056055610882608,0.6138189967752892,0.22783566935881783,0.15834533386589303,2.2,8,2.3272590174036503,2.6288897182547726,-0.3016307008511222,0.7239426436799326,0.05869391549103046,0.2173634408290369,1.8,1571,1176,395,0.3521912569599483,1,0,1
2019-09-06,Nicaragua,Saint Vincent and the Grenadines,1,1,1,2.0,false,10,0.653630777131391,2.4696944666564318,-1.8160636895250408,0.47237547565798876,0.10397383626929614,0.42365068807271516,1.8,8,0.8695207809043466,0.8406278015816079,0.0288929793227387,0.5967529027140204,0.2702046459878805,0.1330424512980989,2.6,1222,1141,81,-1.8449566688477794,1,0,0
