team,avg_goals_for,avg_goals_against,avg_goal_diff,avg_win_pct,avg_elo
Suriname,1.5563183666165756,1.1198198634445642,0.4364985031720114,0.5112821577281184,1331.5357142857142
Mapuche,0.0,0.5,-0.5,0.0,1500.0
Qatar,1.5272356889198284,1.3448568507314307,0.18237883818839765,0.5071607205896378,1592.2077922077922
Cook Islands,0.4287897396602524,3.539673693924487,-3.110883954264234,0.41998864863515867,686.75
Ukraine,1.3973686518065986,1.362714514725173,0.03465413708142564,0.42454010608634635,1811.2093023255813
Northern Cyprus,2.017281517631054,0.8063050694233616,1.2109764482076923,0.11154936677762743,1441.5
Ghana,1.217014401017738,1.1098445541467086,0.1071698468710295,0.518130103212537,1563.4375
Central African Republic,1.1673919991893629,1.8483848589438907,-0.680992859754528,0.5498589495442469,1295.4583333333333
France,2.03609014635017,0.9249838130700735,1.1111063332800963,0.45597444531561876,2064.5967741935483
Dominica,0.9900551966651374,1.8538573950777404,-0.8638021984126031,0.5312344966869038,1000.6
Vietnam,1.4190310117679665,1.2200364924891127,0.19899451927885384,0.5041025976060352,1351.2291666666667
Switzerland,1.6876891323741614,1.1813482506693747,0.5063408817047869,0.44477491881077846,1879.265306122449
Northern Mariana Islands,0.7761808805217617,6.1206435563279635,-5.344462675806202,0.7085263416757138,420.0
Russia,1.8427190091516261,1.120370249054243,0.722348760097383,0.4143876063826818,1761.3555555555556
Lebanon,0.6784450983088263,1.1653006337175749,-0.4868555354087485,0.559413696669192,1372.5172413793102
Kernow,2.5,0.0,2.5,0.5,1500.0
Barawa,2.121740399672808,2.6762700650865527,-0.5545296654137446,0.3929459452097428,1500.0
South Sudan,0.5271000387931427,1.6792193728426965,-1.1521193340495535,0.4205073487392523,1094.6818181818182
Cambodia,1.0307437287812387,2.6012305698220937,-1.570486841040855,0.5410089063370137,840.6470588235294
Libya,1.0076804966623907,1.4459897209772588,-0.43830922431486796,0.40538233724265094,1387.9642857142858
China,1.2077906256810396,1.4498473070865885,-0.24205668140554873,0.48293729901143445,1469.6279069767443
Orkney,2.031433677892241,1.7580726692975752,0.27336100859466544,0.5132542435487852,1500.0
Togo,0.932719567069131,1.1789715116122494,-0.24625194454311844,0.3445506120734667,1345.2592592592594
Turks and Caicos Islands,0.9127075420170038,4.135949599703812,-3.223242057686808,0.49057220405289953,724.0
Algeria,2.0906731735469997,0.8354818995415266,1.255191274005473,0.4159260726391056,1689.046875
Bolivia,0.8155422731504368,2.0621001402566095,-1.2465578671061728,0.6671756727333713,1621.2777777777778
Menorca,1.247593241930499,1.001925406455601,0.24566783547489807,0.5,1500.0
British Virgin Islands,0.9981629341356888,2.953281605640783,-1.9551186715050939,0.43001476472076916,639.8
Liechtenstein,0.3875485038253468,2.617047237963015,-2.2294987341376684,0.5367949006525259,1034.969696969697
Indonesia,1.4036027175024721,1.8931220595363385,-0.48951934203386627,0.41506176553716634,1261.6607142857142
Artsakh,1.682196181157331,1.8660225638665373,-0.1838263827092066,0.4663152308371815,1500.0
Mali,1.5653591718597666,0.5913677605461879,0.9739914113135786,0.48382952104193444,1592.942857142857
Jamaica,1.2499319828947104,1.2949512147852915,-0.045019231890581296,0.3978564831903546,1568.3958333333333
Kárpátalja,2.0108465539734914,0.5905045117638086,1.4203420422096829,0.2001339450476983,1500.0
Aruba,1.1129504417576657,1.9845965538109853,-0.8716461120533195,0.4259601372691948,936.1111111111111
Greece,1.2467477786195198,0.9693653525484587,0.2773824260710611,0.4826073227180499,1697.219512195122
Ethiopia,0.9060359399337187,1.2175014027023343,-0.31146546276861564,0.45951312171990644,1296.5555555555557
Botswana,0.7817423434062714,1.197599808858904,-0.4158574654526327,0.4852391482569516,1317.2
